source_id,ra,dec,l,b,parallax,parallax_error,phot_g_mean_mag,bp_rp,ruwe,ag_gspphot,abs_mag_g,parallax_over_error
5081948859614388864,57.02188253173883,-25.924436936426112,221.54405192595604,-50.673949249718106,1.7826667161396617,0.11030539,18.166122,2.4719734,0.9904146,0.4299,8.991572779614646,16.1611931759605
5082023179728641408,56.94232070779911,-25.540182194219167,220.92756377050992,-50.66314864655805,1.9890190602429425,0.021943316,14.646008,1.120017,1.1174189,0.0643,6.074902724366953,90.64350439299795
5082265007863949184,55.58950837818584,-25.294253728517475,220.12519511487537,-51.80379287751077,0.5023391503703423,0.046483308,16.51956,1.0364141,1.0570667,0.0033,5.02124513355328,10.806871799449864
5082331111703688576,58.86570923437273,-27.02506104151219,223.73260666814372,-49.27581095368696,0.8395407343203063,0.01195259,13.291163,0.62162685,1.1202756,0.1661,2.745271864260463,70.2392313565768
5082473738977680000,59.71403907169336,-26.251767031022677,222.8138477127072,-48.37739572619357,3.977305204988988,0.15617807,18.719069,3.1214142,0.99131703,0.6232,11.09381359279357,25.4664768554829
5082478587997479040,59.52766673508738,-26.18044730848469,222.65561443818825,-48.52581570831624,4.919396381997886,0.012929745,13.421217,1.4505472,1.1155665,0.2156,6.665176086956892,380.4712608019637
5082490064150126976,60.10916131115687,-26.159577862056885,222.79145543361776,-48.01140002586792,24.88886366320748,0.016700532,13.727166,2.9481564,1.2390333,,10.707191343616643,1490.3036420161634
5082545898724871808,59.1902277923647,-25.962934501973127,222.2364243059341,-48.775795412122825,1.8735418920481888,0.01239127,12.635811,0.76370335,1.0812736,0.2458,3.7533280414110566,151.19853671562228
5082618947528432256,58.14041029500744,-26.21769605796478,222.3156071087481,-49.75107971001058,0.8014992321571149,0.030370438,15.556853,0.8537998,1.0206989,0.0359,5.0404685531633096,26.390769608166828
5082623311215178240,58.49789431827526,-26.0785821373011,222.2081447278489,-49.4083358589889,1.976096142945036,0.056360666,16.865892,2.0654497,1.0218607,0.4606,7.884332352408729,35.06161802532703
5082724878601735808,58.118182379567536,-25.511427713242007,221.2421808031417,-49.620999113295845,8.185825879807616,0.020856082,14.917013,2.3945112,1.0808045,0.4504,9.031925512783134,392.4910671049153
5082769202664622848,59.092725151084856,-25.326023042771105,221.2647820567265,-48.72160602267096,0.5503771812611001,0.02566287,15.235055,0.809391,1.0326211,0.0043,3.9340570983590966,21.446439204231645
5082839743207438720,58.67936767707963,-24.986662313005382,220.63276294398716,-49.008480196956015,1.5458969947889465,0.074853845,17.260355,2.2278938,1.0059742,0.4354,7.770857764583271,20.652205571924146
